"Date","Price","is_interpolated"
1999-01-07,11.53,FALSE
1999-01-08,11.73,FALSE
1999-01-11,12.04,FALSE
1999-01-12,11.5,FALSE
1999-01-13,11.06,FALSE
1999-01-14,11.18,FALSE
1999-01-15,10.79,FALSE
1999-01-18,10.71,FALSE
1999-01-19,10.81,FALSE
1999-01-20,10.51,FALSE
1999-01-21,10.98,FALSE
1999-01-22,11.1,FALSE
1999-01-25,10.85,FALSE
1999-01-26,10.64,FALSE
1999-01-27,10.88,FALSE
1999-01-28,11,FALSE
1999-01-29,11.35,FALSE
1999-02-01,10.88,FALSE
1999-02-02,10.85,FALSE
1999-02-03,10.89,FALSE
1999-02-04,10.57,FALSE
1999-02-05,10.41,FALSE
1999-02-08,10.16,FALSE
1999-02-09,10.09,FALSE
1999-02-10,10.17,FALSE
1999-02-11,10.1,FALSE
1999-02-12,10.43,FALSE
1999-02-15,10.37,FALSE
1999-02-16,10.05,FALSE
1999-02-17,10.13,FALSE
1999-02-18,10.61,FALSE
1999-02-19,10.4,FALSE
1999-02-22,10.58,FALSE
1999-02-23,10.94,FALSE
1999-02-24,11.08,FALSE
1999-02-25,11.1,FALSE
1999-02-26,10.88,FALSE
1999-03-01,10.73,FALSE
1999-03-02,11,FALSE
1999-03-03,11.25,FALSE
1999-03-04,11.53,FALSE
1999-03-05,11.56,FALSE
1999-03-08,11.76,FALSE
1999-03-09,11.56,FALSE
1999-03-10,12.46,FALSE
1999-03-11,12.18,FALSE
1999-03-12,12.56,FALSE
1999-03-15,12.56,FALSE
1999-03-16,12.67,FALSE
1999-03-17,13.27,FALSE
1999-03-18,13.37,FALSE
1999-03-19,13.45,FALSE
1999-03-22,13.88,FALSE
1999-03-23,13.73,FALSE
1999-03-24,13.68,FALSE
1999-03-25,13.94,FALSE
1999-03-26,14.41,FALSE
1999-03-29,14.58,FALSE
1999-03-30,14.81,FALSE
1999-03-31,15.24,FALSE
1999-04-01,14.72,FALSE
1999-04-02,14.762,TRUE
1999-04-05,14.888,TRUE
1999-04-06,14.93,FALSE
1999-04-07,14.35,FALSE
1999-04-08,14.21,FALSE
1999-04-09,14.86,FALSE
1999-04-12,14.81,FALSE
1999-04-13,15.2,FALSE
1999-04-14,14.92,FALSE
1999-04-15,15.2,FALSE
